UID,Titulo,Descripción,Número de Filas,Número de Columnas,alcance_geografico,es_viable,ds_encabezados_utiles,Información de la Entidad: Nombre de la Entidad,Información de la Entidad: Sector,Información de la Entidad: Orden,Información de la Entidad: Departamento,Información de la Entidad: Municipio,Categoría,Etiqueta,Fecha de última actualización de datos (UTC),API,url,ds_justificacion,ds_score_relevancia,ds_calidad_datos,ds_reto_principal,ds_retos_secundarios,ds_potencial_integracion,ds_reto_sugerido,ds_justificacion_sugerida,latitud,longitud
g7yi-h5mr:2,IMPORTACIÓN Y EXPORTACIÓN DE PRODUCTOS AGROPECUARIOS en 2018,Cifras de importación y exportación de cargamentos agrícolas y pecuarios certificados por el ICA en 2018,4,120,nacional,False,True,Instituto Colombiano Agropecuario,Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"ica,importación,exportación,agropecuarios",2018 Dec 13 06:17:53 PM,No disponible,https://www.datos.gov.co/d/g7yi-h5mr/revisions/2,[Objetivo] Importación y exportación agropecuaria 2018 | [Insumos] Cifras de cargamentos certificados | [Impacto] Visión general del comercio exterior | [Metodo] Razonamiento,3,2,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
g8pu-7ar3,San Andrés 1,"Velocidad del viento cada 10 minutos.
Los datos disponibles a través de este medio pueden ser libremente consumidos bajo los siguientes clausulas: 1.Los datos a visualizar o descargar a continuación no han sido validados por el IDEAM. 2. Los datos aquí dispuestos son datos crudos instantáneos provenientes de los sensores de las estaciones automáticas de la red propia y/o producto de convenios interadministrativos con terceras entidades. 3. Los datos son puestos a disposición de la ciudadanía como mecanismo de transparencia y para proveer una herramienta de apoyo a la gestión del riesgo territorial y como datos abiertos en cumplimiento de la Ley 1712 de 2014. 4. Es posible que los datos aquí dispuestos tengan cierto retraso en el tiempo debido a las frecuencias de envío de datos de los sensores y los medios de transmisión utilizados. 5. Los datos presenten errores y/o inconsistencias estando incluso por fuera de los límites considerados normales, producto de fallas en los sensores de origen. 6. El posterior uso e interpretación que se le dé para cualquier finalidad queda bajo la exclusiva responsabilidad del portador de los datos. 7. Cualquier destino que se le dé a los datos exime al IDEAM de realizarles cualquier tipo de justificación o iniciarles proceso alguno de validación posterior, cuya fuente primaria deben ser los canales oficialmente dispuestos por la Entidad para el suministro de información oficial y validada. 8. Por las razones expuestas anteriormente los datos dispuestos no podrán ser utilizados como evidencia jurídica ante entes de control acerca de la ocurrencia o no de fenómenos hidroclimatológicos o de soporte a cualquier tipo de situación o evento ocurrido como consecuencia de estos.",0,0,nacional,False,True,"Instituto de Hidrología, Meteorología y Estudios Ambientales",Ambiente y Desarrollo Sostenible,Nacional,Bogotá D.C.,Bogotá D.C.,Ambiente y Desarrollo Sostenible,No disponible,2026 Apr 21 06:18:17 AM,https://www.datos.gov.co/resource/g8pu-7ar3.json,https://www.datos.gov.co/d/g8pu-7ar3,[Objetivo] Anticipar rendimientos agricolas y riesgos climaticos | [Insumos] Velocidad del viento (meteorologia) | [Impacto] Gestion de riesgos agricolas y energia eolica | [Metodo] Razonamiento,3,2,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
g9b6-e7ez,Cadena Productiva Avicultura - Créditos,Cadena Productiva Avicultura - Créditos,17163,220,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,cadena productiva avicultura - créditos,2017 Aug 30 07:46:16 PM,https://www.datos.gov.co/resource/g9b6-e7ez.json,https://www.datos.gov.co/d/g9b6-e7ez,[Objetivo] Créditos a la avicultura | [Insumos] créditos asignados | [Impacto] fortalecimiento de la cadena avícola | [Metodo] Razonamiento,3,2,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
gaic-b8aw,Exportaciones agrícolas no tradicionales y tradicionales,El indicador mide el valor en dólares de las exportaciones agropecuarias no tradicionales y tradicionales,106888,130,internacional,True,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,exportaciones no tradicionales,2021 Dec 17 04:03:33 PM,https://www.datos.gov.co/resource/gaic-b8aw.json,https://www.datos.gov.co/d/gaic-b8aw,[Objetivo] Análisis de exportaciones agrícolas | [Insumos] Valor en dólares de exportaciones agropecuarias | [Impacto] Información para políticas comerciales y competitividad | [Metodo] Razonamiento,5,3,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
gb2x-p9a9,Suelos. Bogotá D.C,"Espacio del territorio Distrital destinado a usos urbanos, rurales y de expansión por el Plan de Ordenamiento Territorial. Obedece a la clasificación del suelo definida en el artículo 145 “Clases de suelo” del Decreto 190 de 22 de junio de 2004.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"suelos,área rural,área urbana,área expansión,clasificación suelos",2026 Apr 06 07:17:58 PM,https://www.datos.gov.co/resource/gb2x-p9a9.json,https://www.datos.gov.co/d/gb2x-p9a9,"[Objetivo] Predicción de rendimiento agrícola y riesgo climático | [Insumos] clasificación de suelos, áreas rurales | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento",4,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
gcsg-vnpm,"Evaluación de tierras para el cultivo tecnificado de Hortalizas de clima frio (acelga, brócoli, cebolla junca, espinaca y lechuga), en el departamento de Cundinamarca.","El mapa de evaluación de tierras para el cultivo tecnificado hortalizas de clima frío (acelga, brócoli, cebolla junca, espinaca y lechuga), es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. Aplicar la metodología de evaluación de tierras con fines agropecuarios a escala 1:100.000 en el departamento de Cundinamarca, significa con mapas de aptitud como herramientas que permiten identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.
Mediante la suscripción del convenio interadministrativo 1851558 de 2020, el departamento de Cundinamarca mediante gestión directa del Gobernador y de la Secretaría de Agricultura, solicita a la UPRA apoyo para continuar con el proceso de ordenamiento territorial agropecuario del departamento, para fortalecer la gestión de información sectorial y su respectiva articulación con el sistema de planeación agropecuario de Cundinamarca y otros instrumentos y herramientas para contribuir a la productividad y competitividad del sector.
Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de la producción de hortalizas de clima frío (acelga, brócoli, cebolla junca, espinaca y lechuga), para el mercado nacional y de exportación con fines comerciales, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.
Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico. 
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico. 
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías. 
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad. 
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de hortalizas de clima frío (acelga, brócoli, cebolla junca, espinaca y lechuga).",39879,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"planificación,zonificación,aptitud,hortalizas,productividad,upra,sostenibilidad",2023 Apr 13 05:32:23 PM,https://www.datos.gov.co/resource/gcsg-vnpm.json,https://www.datos.gov.co/d/gcsg-vnpm,"[Objetivo] Planificar cultivos de hortalizas de clima frío | [Insumos] Evaluación de tierras para acelga, brócoli, etc. en Cundinamarca | [Impacto] Mayor productividad y diversificación agrícola | [Metodo] Razonamiento",5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
gd2m-mne6,"Evaluación de tierras con fines agrícolas para el cultivo tecnificado de patilla (Citrullus lanatus) en clima cálido, Semestre agrícola II, en el departamento del Meta.","El mapa es el producto resultante de la validación y aplicación de la metodología de Evaluación de Tierras para el departamento de Meta a escala general 1:100.000, incluyendo los componentes biofísicos, socioeconómicos y socioecosistémicos, en el marco del contrato Interadministrativo No 202 de 2017, suscrito entre la UPRA y la Gobernación de Meta. Se realiza la zonificación para la apuesta productiva de patilla (Citrullus lanatus) para el semestre agrícola II en la vigendia diciembre 2018.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo tecnificado de patilla (Citrullus lanatus), bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:

Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusiones legales: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo comercial de patilla.",4227,50,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"sostenibilidad,competitividad,upra,productividad,zonificación,cultivo,evaluación de tierras,aptitud,patilla",2020 Aug 04 03:25:55 AM,https://www.datos.gov.co/resource/gd2m-mne6.json,https://www.datos.gov.co/d/gd2m-mne6,[Objetivo] Planificación de tierras para cultivo tecnificado de patilla | [Insumos] Zonificación de aptitud agroclimática | [Impacto] Aumento de productividad agrícola en Meta | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
gds5-zqer,Cadena Productiva Caña Panelera - Créditos,Cadena Productiva Caña Panelera - Créditos,80436,150,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,caña panelera - créditos,2018 Jul 13 09:31:14 PM,https://www.datos.gov.co/resource/gds5-zqer.json,https://www.datos.gov.co/d/gds5-zqer,[Objetivo] Predicción de rendimiento y análisis de créditos agrícolas. | [Insumos] Créditos de caña panelera. | [Impacto] Mayor productividad y resiliencia rural. | [Metodo] Razonamiento,4,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
gevs-4hws,cacao,"Cadena Productiva Cacao - Area, Producción Y Rendimiento",0,70,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"cadena productiva cacao - area,producción y rendimiento",2019 Feb 23 03:29:45 AM,https://www.datos.gov.co/resource/gevs-4hws.json,https://www.datos.gov.co/d/gevs-4hws,"[Objetivo] Predecir rendimientos del cacao | [Insumos] Área, producción y rendimiento | [Impacto] Mayor resiliencia de los productores cacaoteros | [Metodo] Razonamiento",3,1,R04_Agricultura,No disponible,False,,,4.61,-74.08
gg5h-h3e7,estaciones,"Precipitación.
Los datos disponibles a través de este medio pueden ser libremente consumidos bajo los siguientes clausulas: 1.Los datos a visualizar o descargar a continuación no han sido validados por el IDEAM. 2. Los datos aquí dispuestos son datos crudos instantáneos provenientes de los sensores de las estaciones automáticas de la red propia y/o producto de convenios interadministrativos con terceras entidades. 3. Los datos son puestos a disposición de la ciudadanía como mecanismo de transparencia y para proveer una herramienta de apoyo a la gestión del riesgo territorial y como datos abiertos en cumplimiento de la Ley 1712 de 2014. 4. Es posible que los datos aquí dispuestos tengan cierto retraso en el tiempo debido a las frecuencias de envío de datos de los sensores y los medios de transmisión utilizados. 5. Los datos presenten errores y/o inconsistencias estando incluso por fuera de los límites considerados normales, producto de fallas en los sensores de origen. 6. El posterior uso e interpretación que se le dé para cualquier finalidad queda bajo la exclusiva responsabilidad del portador de los datos. 7. Cualquier destino que se le dé a los datos exime al IDEAM de realizarles cualquier tipo de justificación o iniciarles proceso alguno de validación posterior, cuya fuente primaria deben ser los canales oficialmente dispuestos por la Entidad para el suministro de información oficial y validada. 8. Por las razones expuestas anteriormente los datos dispuestos no podrán ser utilizados como evidencia jurídica ante entes de control acerca de la ocurrencia o no de fenómenos hidroclimatológicos o de soporte a cualquier tipo de situación o evento ocurrido como consecuencia de estos.",0,40,nacional,False,True,"Instituto de Hidrología, Meteorología y Estudios Ambientales",Ambiente y Desarrollo Sostenible,Nacional,Bogotá D.C.,Bogotá D.C.,Ambiente y Desarrollo Sostenible,"precipitación,estación,ideam",2026 Apr 21 06:17:43 AM,https://www.datos.gov.co/resource/gg5h-h3e7.json,https://www.datos.gov.co/d/gg5h-h3e7,[Objetivo] Anticipar rendimientos agricolas y riesgos climaticos | [Insumos] Datos de precipitacion (meteorologia historica) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,4,3,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
ggaa-6f3s,"Evaluación de Tierras con fines Agrícolas para el cultivo de Café (Coffea arabica), en el departamento de Nariño.","El mapa es el producto resultante de la validación y aplicaciónde la metodología de Evaluación de Tierras para el departamento de Nariño a escala general 1:100.000, incluyendo los componentes biofísicos, socioeconómicos y socioecosistémicos, en el marco del contrato Interadministrativo No 222 de 2017, suscrito entre la UPRA y la Universidad de Nariño. Se realiza la zonificación para la apuesta productiva de café. Diciembre 2018.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de café bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusiones legales: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo comercial de café.",1411,50,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"aptitud,cultivo,sostenibilidad,productividad,evaluación de tierras,competitividad,zonificación,upra,café",2021 Nov 08 09:03:40 PM,https://www.datos.gov.co/resource/ggaa-6f3s.json,https://www.datos.gov.co/d/ggaa-6f3s,[Objetivo] Planificar cultivos de café en Nariño. | [Insumos] Evaluación de tierras para café. | [Impacto] Productividad agrícola regional. | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
ghza-um5f,CULTIVO CAUCHO CAQUETA AÑOS 2010 A 2016,Contiene la estadística de la siembra de Caucho de los años 2010 hasta 2016 y su rendimiento.,180,10,local,False,False,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,Agricultura y Desarrollo Rural,No disponible,2018 Jul 11 07:56:27 PM,https://www.datos.gov.co/resource/ghza-um5f.json,https://www.datos.gov.co/d/ghza-um5f,[Objetivo] Análisis de producción y rendimiento del cultivo de caucho. | [Insumos] Siembra y rendimiento de caucho 2010-2016. | [Impacto] Mejora de la productividad agrícola regional. | [Metodo] Razonamiento,5,2,R04_Agricultura,No disponible,False,,,4.61,-74.08
gmhx-jpnm,"Evaluación de Tierras para el cultivo tecnificado de Cebolla Junca (Allium Fistolosum.), para el mercado local, regional, nacional e internacional, en la Cuenca del Lago de Tota en el departamento de Boyacá.","En el marco del CONPES 380144, la estrategia 4, corresponde a ""Fomentar el desarrollo de actividades productivas sostenibles que incrementen la competitividad de la cuenca del lago Tota"" busca realizar el ordenamiento y planificación del territorio para los usos agropecuarios y rurales a partir del potencial productivo identificado para la cuenca y fortalecer las ventajas competitivas de la zona que permitan un nivel de desarrollo económico sostenible en el corto, mediano y largo plazo, mediante mecanismos de identificación de nuevas oportunidades de mercado que permitan mejorar la competitividad y la equidad en la generación de ingresos, bajo esquemas sostenibles con el medio ambiente. Como insumo fundamental para definir usos del suelo, se propondrá el desarrollo del estudio de evaluación de tierras para el ordenamiento y planificación del territorio de la cuenca para usos agropecuarios y rurales a escala 1.25.000, el cual será desarrollado por parte de la Unidad de Planificación Rural Agropecuaria (UPRA), en coordinación con los Municipios de Aquitania, Tota y Cuítiva y CORPOBOYACA, en donde se analizará el uso actual y potencial del suelo con base en determinantes ambientales, lo cual permitirá contar con la información técnica requerida para realizar el análisis de capacidad de carga y la definición del modelo de desarrollo sostenible. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. Aplicar la metodología de evaluación de tierras con fines agropecuarios a escala 1:25.000 en la cuenca de Tota en el departamento de Boyacá, significará tener unos mapas de aptitud como herramientas que permitirán identificar posibles núcleos de desarrollo, orientarán políticas del sector agropecuario y de la planificación rural de la región.

Aptitud: Áreas con potencial para el establecimiento y desarrollo del cultivo tecnificado de Cebolla Junca (Allium Fistolosum.), cuya producción está dirigida al consumo en fresco y para la transformación industrial, para el mercado local, regional, nacional e internacional, con fines comerciales, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción del cultivo tecnificado de Cebolla Junca (Allium Fistolosum.), cuya producción está dirigida al consumo en fresco y para la transformación industrial, para el mercado local, regional, nacional e internacional, con fines comerciales.",924,90,nacional,True,True,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"planificación,aptitud,upra,cebolla,sostenibilidad,productividad,zonificación",2023 May 11 04:18:23 PM,https://www.datos.gov.co/resource/gmhx-jpnm.json,https://www.datos.gov.co/d/gmhx-jpnm,"[Objetivo] Evaluar tierras para cebolla junca en la cuenca del Lago de Tota, orientando la producción hortícola. | [Insumos] Zonificación detallada de aptitud para mercados locales y de exportación. | [Impacto] Incrementa la productividad hortícola y la sostenibilidad en zonas de alto valor ambiental. | [Metodo] Razonamiento",5,4,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
gnaq-fvzp,Consolidado de productos agropecuarios por corregimiento de Santiago de Cali,"Esta base de datos presenta un consolidado de los productos agropecuarios cultivados en los distintos corregimientos de Santiago de Cali durante el período 2016-2023. Incluye información detallada sobre los programas agrícolas implementados, el número de beneficiarios, y los tipos de cultivos producidos. Este recurso es esencial para obtener una visión integral de la producción agrícola en cada corregimiento, facilitando el análisis de la efectividad de los programas de apoyo y el desarrollo de estrategias para mejorar la productividad y sostenibilidad del sector agropecuario en la región.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"alcaldía de cali,alcaldía de santiago de cali,cali,agricola,dagma,productos",2025 Jul 22 04:12:31 PM,https://www.datos.gov.co/resource/gnaq-fvzp.json,https://www.datos.gov.co/d/gnaq-fvzp,"[Objetivo] Anticipar rendimientos agrícolas y riesgos climáticos | [Insumos] producción agrícola, tipos de cultivos, beneficiarios | [Impacto] Mayor productividad y resiliencia económica rural | [Metodo] Razonamiento",5,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
grfr-9t4v,Nodo equipamiento rural. POT Bogotá D.C.,"En el marco del Decreto 555 de 2021 ""Plan de Ordenamiento Territorial de Bogotá D.C"". Áreas en donde confluyen diferentes tipos y escalas de equipamientos rurales nuevos y existentes.",0,0,nacional,True,True,No disponible,No disponible,No disponible,No disponible,No disponible,No disponible,"equipamientos,área rural,planeación,plan de ordenamiento territorial,urbanismo,clasificación del suelo,espacio público",2026 Apr 06 07:21:08 PM,https://www.datos.gov.co/resource/grfr-9t4v.json,https://www.datos.gov.co/d/grfr-9t4v,[Objetivo] Planificación de equipamientos en zonas rurales | [Insumos] nodos de equipamiento rural | [Impacto] Mejor acceso a servicios para población rural | [Metodo] Razonamiento,3,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
gsk2-jnha,estaciones valle,"Relacióna la información de las estaciones hidrometeorologicas de propiedad del IDEAM: Nombre de la estación, codigo, tipo, clase y categoría, localización y otros.",0,110,nacional,True,True,"Instituto de Hidrología, Meteorología y Estudios Ambientales",Ambiente y Desarrollo Sostenible,Nacional,Bogotá D.C.,Bogotá D.C.,Ambiente y Desarrollo Sostenible,"catálogo estaciones,hidrometeorología,ideam",2026 Apr 21 09:00:36 AM,https://www.datos.gov.co/resource/gsk2-jnha.json,https://www.datos.gov.co/d/gsk2-jnha,[Objetivo] Anticipar rendimientos agricolas y riesgos climaticos | [Insumos] Estaciones hidrometeorologicas (meteorologia historica) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,3,3,R04_Agricultura,R06_MedioAmbiente,False,,,4.61,-74.08
guhf-idnb,"Cadena Productiva Cebada - Area, Producción Y Rendimiento","Cadena Productiva Cebada - Area, Producción Y Rendimiento",1440,160,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"cadena productiva cebada - area,producción y rendimiento",2019 Feb 23 03:55:44 AM,https://www.datos.gov.co/resource/guhf-idnb.json,https://www.datos.gov.co/d/guhf-idnb,"[Objetivo] Anticipar rendimientos de cebada para mejorar planificación agrícola | [Insumos] Área, producción y rendimiento de cebada | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento",5,4,R04_Agricultura,No disponible,False,,,4.61,-74.08
gwbi-fnzs,Índice de precios de insumos agrícolas,"Índice que resume el comportamiento de los precios en el mercado minorista a  nivel nacional, de los productos más utilizados en la actividad agrícola para las diferentes etapas de producción, en productos: fertilizantes, entre simples y compuestos; plaguicidas entre herbicidas, fungicidas e insecticidas y; otros insumos entre coadyuvantes, reguladores fisiológicos y molusquicidas; tomando como período de referencia los precios en enero de 2021, cuando el índice toma el valor de 100. Para apoyo en la toma de decisiones por parte de los actores del sector.
Nota: A partir de enero 2024 se amplia la canasta de productos del índice y no se incluyen aquellos que contienen el ingrediente activo Clorpirifos, en cumplimiento a la Resolución 06365 de 2023 del ICA, que suspendió su importación, comercialización y uso; asimismo, por la Resolución 0740 de 2023 del ICA, desde septiembre de 2024 no se incluyen los productos con el ingrediente activo fipronil. Más información https://upra.gov.co/es-co/destacados/indice-de-precios-de-agroinsumos",87,580,nacional,True,True,"Unidad De Planificación De Tierras Rurales, Adecuación De Tierras Y Usos Agropecuarios - UPRA, Bogotá D.C.",Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"insumos,precios,plaguicidas,índice,agrícola,fertilizantes,agroquímicos",2026 Apr 07 10:49:45 PM,https://www.datos.gov.co/resource/gwbi-fnzs.json,https://www.datos.gov.co/d/gwbi-fnzs,"[Objetivo] Monitoreo de precios de insumos agrícolas | [Insumos] Índice de precios minoristas de fertilizantes, plaguicidas y otros | [Impacto] Apoyo a la toma de decisiones del productor y política agropecuaria | [Metodo] Razonamiento",5,3,R04_Agricultura,No disponible,False,,,4.61,-74.08
gxbt-i3rd,Cadena Productiva Café - Importaciones,Cadena Productiva Café - Importaciones,644,150,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,cadena productiva café - importaciones,2018 Dec 27 09:08:09 PM,https://www.datos.gov.co/resource/gxbt-i3rd.json,https://www.datos.gov.co/d/gxbt-i3rd,[Objetivo] Analizar importaciones de café para anticipar presión competitiva | [Insumos] Registros de importaciones de café | [Impacto] Apoyo a estrategias de comercialización cafetera | [Metodo] Razonamiento,4,2,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
gzrg-rewp,Cadena Productiva Maíz - Créditos,Cadena Productiva Maíz. Información de créditos entregados a esta cadena productiva. Fuente Finagro,15629,150,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"maiz,creditos,finagro",2018 Sep 03 09:00:53 PM,https://www.datos.gov.co/resource/gzrg-rewp.json,https://www.datos.gov.co/d/gzrg-rewp,[Objetivo] Facilitar análisis de financiamiento agrícola para prever inversión en cadenas productivas | [Insumos] Registros de créditos otorgados a la cadena de maíz (Finagro) | [Impacto] Mejores políticas de apoyo financiero al sector rural | [Metodo] Razonamiento,4,3,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
gzwq-vje7,Cadena Productiva Café - Exportaciones,Cadena Productiva Café - Exportaciones,56305,140,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Social,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,cadena productiva café - exportaciones,2018 Dec 15 03:35:04 AM,https://www.datos.gov.co/resource/gzwq-vje7.json,https://www.datos.gov.co/d/gzwq-vje7,[Objetivo] Análisis de exportaciones de café | [Insumos] datos mensuales de exportación de café | [Impacto] competitividad y política cafetera | [Metodo] Razonamiento,5,3,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
gzwq-vje7:3,Cadena Productiva Café - Exportaciones,Cadena Productiva Café - Exportaciones,56305,140,nacional,False,True,Ministerio de Agricultura y Desarrollo Rural,Agricultura y Desarrollo Rural,Nacional,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,cadena productiva café - exportaciones,2018 Dec 15 03:35:04 AM,No disponible,https://www.datos.gov.co/d/gzwq-vje7/revisions/3,[Objetivo] Exportaciones de café | [Insumos] Datos de exportación cafetera | [Impacto] Fortalecimiento del principal producto de exportación agrícola | [Metodo] Razonamiento,5,3,R04_Agricultura,R05_Economia,False,,,4.61,-74.08
