UID,Titulo,Descripción,Etiqueta de las Filas,Número de Filas,Número de Columnas,alcance_geografico,es_viable,ds_encabezados_utiles,Información de la Entidad: Nombre de la Entidad,Información de la Entidad: Sector,Información de la Entidad: Orden,Información de la Entidad: Departamento,Información de la Entidad: Municipio,Categoría,Etiqueta,Fecha de última actualización de datos (UTC),API,url,ds_reto_principal,ds_retos_secundarios,ds_potencial_integracion,ds_score_relevancia,ds_calidad_datos,ds_justificacion,ds_reto_sugerido,ds_justificacion_sugerida
2uev-8vbt,"Superficie cosechada de raíces, tubérculos y bulbos en el Valle del Cauca","Este conjunto de datos contiene información detallada sobre el área cosechada de diferentes  raíces, tubérculos y bulbos en el Valle del Cauca.",,1.773,8.0,regional,True,True,Gobernación de Valle del Cauca,No Aplica,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,,2024 Jul 11 04:58:21 PM,https://www.datos.gov.co/resource/2uev-8vbt.json,https://www.datos.gov.co/d/2uev-8vbt,R04_Agricultura,,,5,2,[Objetivo] Área cosechada de raíces y tubérculos para productividad | [Insumos] Datos de superficie por cultivo | [Impacto] Seguridad alimentaria y proyecciones de cosecha | [Metodo] Razonamiento,,
6bym-ygip,Producción de hortalizas en el Valle del Cauca,Este conjunto de datos proporciona información detallada sobre la producción de hortalizas en el Valle del Cauca.,,9.536,8.0,regional,True,True,Gobernación de Valle del Cauca,No Aplica,Territorial,Valle del Cauca,Cali,Agricultura y Desarrollo Rural,"toneladas,produccion,hortalizas,cultivos,valle",2024 Jul 12 03:42:31 PM,https://www.datos.gov.co/resource/6bym-ygip.json,https://www.datos.gov.co/d/6bym-ygip,R04_Agricultura,,,5,2,[Objetivo] Producción de hortalizas para estimar oferta agrícola | [Insumos] Volumen de producción por tipo de hortaliza | [Impacto] Planificación de cadenas de suministro y mercados | [Metodo] Razonamiento,,
e7k2-6jf2,ABASTECIMIENTO DE ALIMENTOS DEL DEPARTAMENTO DE CALDAS,ABASTECIMIENTO DE ALIMENTOS DEL DEPARTAMENTO DE CALDAS,,102,26.0,regional,True,True,Gobernación de Caldas,Planeación,Territorial,Caldas,Manizales,Ordenamiento Territorial,"pbot,pot,abastecimiento de alimentos del departamento de caldas",2021 Mar 08 04:48:07 PM,https://www.datos.gov.co/resource/e7k2-6jf2.json,https://www.datos.gov.co/d/e7k2-6jf2,R04_Agricultura,,,4,3,[Objetivo] Seguridad alimentaria: abastecimiento de alimentos | [Insumos] Puntos de abastecimiento | [Impacto] Planificación agrícola | [Metodo] Razonamiento,,
t2a9-57wi,VISTA_PLANTAS DE BENEFICIO ANIMAL ESTADO (ABIERTO O CERRADO) DE LAS PLANTAS DE BENEFICIO ANIMAL INSCRITAS ANTE EL INVIMA EN EL DEPARTAMENTO DEL CAQUETÀ.,SE PRESENTA A LA CIUDADANÍA PLANTAS DE BENEFICIO ANIMAL ESTADO (ABIERTO O CERRADO) DE LAS PLANTAS DE BENEFICIO ANIMAL INSCRITAS ANTE EL INVIMA EN EL DEPARTAMENTO DEL CAQUETÀ.,,11,8.0,regional,True,True,Gobernación de Caquetá,Salud y Protección Social,Territorial,Caquetá,Florencia,Salud y Protección Social,,2026 Feb 10 04:43:48 PM,https://www.datos.gov.co/resource/t2a9-57wi.json,https://www.datos.gov.co/d/t2a9-57wi,R04_Agricultura,R01_Salud,,4,3,[Objetivo] Estado de plantas de beneficio animal | [Insumos] Registro INVIMA de mataderos | [Impacto] Inocuidad alimentaria y control sanitario | [Metodo] Razonamiento,,
u2vi-y8r8,"VISTA_ DEL LISTADO DE LAS OFICINAS DEL  BANCO AGRARIO, QUE OFRECEN SERVICIO EN EL DEPARTAMENTO DEL CAQUETÁ.","CONTIENE LA ESTADÍSTICA DE LA VISTA_DEL  LISTADO DE LAS OFICINAS DEL  BANCO AGRARIO, QUE OFRECEN SERVICIO EN EL DEPARTAMENTO DEL CAQUETÁ.",,14,8.0,regional,True,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,Agricultura y Desarrollo Rural,,2026 Jan 23 05:12:44 PM,https://www.datos.gov.co/resource/u2vi-y8r8.json,https://www.datos.gov.co/d/u2vi-y8r8,R04_Agricultura,,,4,2,[Objetivo] Acceso a servicios financieros rurales | [Insumos] oficinas Banco Agrario | [Impacto] Desarrollo agrícola | [Metodo] Razonamiento,,
ss98-mcu7,Mapa de los modelos de ordenamiento territorial rural del departamento del Guaviare.,Mapa georreferenciado de los modelos de ordenamiento territorial rural del departamento del Guaviare.,"vereda, municipio, are",,,regional,True,True,"Gobernación De Guaviare, Guaviare",,Territorial,Guaviare,San José Del Guaviare,Ordenamiento Territorial,"ordenamiento territorial,guaviare,pot",2025 Jul 25 01:43:18 PM,,https://www.datos.gov.co/d/ss98-mcu7,R04_Agricultura,,,4,1,[Objetivo] Prediccion de rendimiento agricola y gestion del suelo | [Insumos] Modelos de ordenamiento territorial rural | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
9g3r-zcjm,Mapa de los escenarios de ordenamiento territorial departamental.,Mapa georreferenciado de los escenarios de ordenamiento territorial departamental del Plan de Ordenamiento Territorial del departamento de Guaviare.,"categoría, tipo de zona, área",,,regional,True,True,"Gobernación De Guaviare, Guaviare",,Territorial,Guaviare,San José Del Guaviare,Ordenamiento Territorial,"pot,ordenamiento territorial,ordenamiento territorial guaviare",2025 Jul 17 07:23:35 PM,,https://www.datos.gov.co/d/9g3r-zcjm,R04_Agricultura,,,4,1,[Objetivo] Prediccion de rendimiento agricola y gestion del suelo | [Insumos] Escenarios de ordenamiento territorial departamental | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
25nw-b8kq,ANALISIS DE LAS EMISIONES DE GASES DE EFECTO INVERNADERO (GEI) PRODUCTO DE LA ACTIVIDAD AGROPECUARIA EN LA REGION CENTRAL,"El conjunto de datos describe el tipo información que se analiza en la Región Administrativa y de Planeación Especial sobre la actividad ganadera municipio a municipio, interrelacionando la actividad en el Distrito Capital y los Departamentos de Cundinamarca, Boyacá, Meta y Tolima, que integran la RAP-E Región Central de Colombia, detallando el área reportada con vocación para la actividad ganadera, bajo distintos arreglos pastoriles, silvopastoriles y agrosilvopastoriles, según criterios de vocación del recurso suelo hallados por la UPRA, 2016.

Por otro lado, la información se presenta en conjunto con las emisiones de Gases de Efecto Invernadero (GEI) para cada municipio de la Región Central, de tal manera que con los datos se puede concebir el peso de participación de las emisiones de GEI producto de la actividad pecuaria, con respecto a los demás sectores económicos generadores de emisiones de GEI para cada municipio. 

Esos valores permiten realizar, junto con el nivel de Vulnerabilidad, la priorización de municipios para la intervención del Proyecto Ganadería Carbono Neutro, teniendo como valores de referencia el área total de vocación para la actividad ganadera, el inventario bovino y el nivel de vulnerabilidad al cambio climático que presenta cada territorio, que busca genera acciones para cumplimiento de la Ley 1931 de 2018 ""Por la cual se establecen directrices para la gestión del cambio climático"" y Acciones de Mitigación Nacionalmente Apropiadas - NAMAs  para el Sector Pecuari. Esta información que se convierte en relevante toda vez que permite que la ciudadanía identifique con claridad el tipo de emisiones que se generan con el Sector de Ganadería.",Emisiones de Gases por Actividad,315,49.0,regional,True,True,"Región Administrativa Y De Planeación Especial - RAPE, Bogotá D.C.",Agricultura y Desarrollo Social,Territorial,Bogotá D.C.,Bogotá D.C.,Agricultura y Desarrollo Rural,"cultivos agroindustriales,bovinos,area sembrada,emisiones,ganaderia,aréa sembradas,terneros",2025 Mar 20 04:26:49 PM,https://www.datos.gov.co/resource/25nw-b8kq.json,https://www.datos.gov.co/d/25nw-b8kq,R06_MedioAmbiente,R04_Agricultura,,4,4,"[Objetivo] Análisis de emisiones GEI de la actividad agropecuaria. | [Insumos] Datos de emisiones, área sembrada, ganadería. | [Impacto] Monitoreo de cambio climático y gestión ambiental en sector agrícola. | [Metodo] Razonamiento",,
iryd-wvq5,Datos Geográficos De Los Municipios de Valle del Cauca,"Contiene información de Cod Municipio, Municipio, Latitud, Longitud, Superficie, Tipo De Piso Térmico, Altura Sobre El Nivel Del Mar, Temperatura Media, Coordenadas.",,42,12.0,regional,True,True,Unidad Administrativa Especial de Catastro Distrital,No Aplica,Territorial,Bogotá D.C.,Bogotá D.C.,Mapas Nacionales,"geografico,valle del cauca",2021 Dec 21 03:46:48 PM,https://www.datos.gov.co/resource/iryd-wvq5.json,https://www.datos.gov.co/d/iryd-wvq5,R06_MedioAmbiente,R04_Agricultura,,4,3,"[Objetivo] Monitoreo de condiciones ambientales y uso del suelo | [Insumos] Datos geográficos de temperatura, altitud y piso térmico | [Impacto] Apoya la gestión ambiental y planificación agrícola | [Metodo] Razonamiento",,
q9k2-swbk,Aplicadores de plaguicidas con carné de aplicador,Aplicadores de plaguicidas con carné de aplicador,,270,5.0,regional,True,True,Unidad Ejecutora de Saneamiento del Valle del Cauca,Salud y Protección Social,Territorial,Valle del Cauca,Cali,Salud y Protección Social,"asistentes técnicos de empresas aplicadoras de plaguicidas,ues,unidad ejecutora de saneamiento del valle",2026 Feb 16 08:31:11 PM,https://www.datos.gov.co/resource/q9k2-swbk.json,https://www.datos.gov.co/d/q9k2-swbk,R01_Salud,R04_Agricultura,,4,4,[Objetivo] Control sanitario de aplicadores de plaguicidas para prevenir intoxicaciones | [Insumos] Registro de aplicadores con carné | [Impacto] Protección de salud pública y uso seguro de plaguicidas | [Metodo] Razonamiento,,
sn28-aa8q,EVALUACIONES AGROPECUARIAS MUNICIPALES - DEPARTAMENTO DE BOYACÁ,"Municipios, SICA de la Federación Nacional de Cafeteros, ENAM -DANE y Fedearroz; y agremiaciones de productores locales.
Los datos de área cosechada, producción y rendimiento de cultivos transitorios a partir del año 2023 sin actualizaciones vigentes, corresponden a las cosechas efectivas de cada periodo. Para los años anteriores estas variables corresponden a las siembras realizadas en el periodo respectivo",,2.613,20.0,regional,True,True,Gobernación de Boyacá,No Aplica,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"siembra,agricultura",2024 Nov 12 04:21:36 PM,https://www.datos.gov.co/resource/sn28-aa8q.json,https://www.datos.gov.co/d/sn28-aa8q,R04_Agricultura,,,3,3,"[Objetivo] Predicción de rendimiento agrícola y riesgo climático | [Insumos] área cosechada, producción y rendimiento de cultivos | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento",,
q883-h4e8,Barrios y Veredas del Departamento del Guaviare,Información de los barrios y veredas tanto de la zona urbana como rural del Departamento del Guaviare.,Barrios de los Municipios,338,5.0,regional,True,True,Gobernación de Guaviare,No Aplica,Territorial,Guaviare,San José del Guaviare,Ordenamiento Territorial,"barrios veredas guaviare,guaviare",2025 Jun 04 04:17:39 PM,https://www.datos.gov.co/resource/q883-h4e8.json,https://www.datos.gov.co/d/q883-h4e8,R04_Agricultura,,,3,4,[Objetivo] Prediccion de rendimiento agricola y planificacion rural | [Insumos] Barrios y veredas del Guaviare | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
i7d3-59u2,Visualización Barrios Municipios Departamento del Guaviare,Información de los barrios y veredas tanto de la zona urbana como rural del Departamento del Guaviare.,,,,regional,True,True,"Gobernación De Guaviare, Guaviare",No Aplica,Territorial,Guaviare,San José Del Guaviare,Ordenamiento Territorial,,2025 Jun 04 04:17:39 PM,https://www.datos.gov.co/resource/i7d3-59u2.json,https://www.datos.gov.co/d/i7d3-59u2,R04_Agricultura,,,3,1,[Objetivo] Prediccion de rendimiento agricola y planificacion rural | [Insumos] Barrios y veredas (visualizacion) | [Impacto] Mayor productividad y resiliencia rural | [Metodo] Razonamiento,,
skvc-umvs,Histórico de participaciones en juegos deportivos Campesinos,"Este bloque consolida la información individual de los deportistas participantes en los Juegos Deportivos Institucionales Campesinos, correspondiente al período 2021–2025. La unidad de análisis es el deportista y cada registro representa una participación en un certamen (fase subregional clasificatoria o final departamental).

Variables incluidas

ID Deportista: Código único asignado a cada participante en el sistema de información.

Tipo de evento: Clasificación del certamen en el que participa el deportista (fase clasificatoria subregional o final departamental).

Tipo de deporte: Modalidad del deporte (conjunto/equipos o individual/competencia personal).

Deporte: Disciplina específica en la que participó el deportista.

Subregión por la que participa: División territorial del departamento por la cual compite el deportista.

Municipio por el que participa: Entidad territorial representada por el deportista durante el evento.

Género: Identidad de género del participante, registrada de acuerdo con el sistema oficial.

Año de participación: Año en el que se registró la participación.

Estrato socioeconómico: Clasificación del nivel socioeconómico del deportista.

Rango de edad: Segmento etario agrupado en rangos de 4 años para fines analíticos.

Información poblacional: Variable cualitativa que indica si el deportista pertenece a una población diferencial o priorizada (por ejemplo: persona con discapacidad, víctima del conflicto, indígena, afrodescendiente, entre otras).",Personas,12.960,17.0,regional,True,True,"Instituto Departamental De Deportes De Antioquia, Antioquia",,Territorial,Antioquia,Medellín,Deporte y Recreación,"juegos campesinos,municipios,antioquia,participacion,deporte",2025 Oct 23 05:04:13 PM,https://www.datos.gov.co/resource/skvc-umvs.json,https://www.datos.gov.co/d/skvc-umvs,R08_Cultura,R04_Agricultura,,3,2,[Objetivo] Promoción deportiva rural | [Insumos] juegos campesinos | [Impacto] Integración comunitaria rural | [Metodo] Razonamiento,,
fqjc-4zb2,Piscícultura Alevinaje - DEPARTAMENTO DE BOYACÁ,"Información reportada por los municipios donde se viene desarrollando esta actividad piscicola.

Es importante para nosotros sus sugerencias, por favor ingresar en el siguiente enlace para registrar su idea, solicitud, comentario o compartir el uso dado a los conjuntos de datos abiertos publicados. http://www.boyaca.gov.co/datosabiertos/",,23,5.0,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,,2019 Aug 06 04:19:36 PM,https://www.datos.gov.co/resource/fqjc-4zb2.json,https://www.datos.gov.co/d/fqjc-4zb2,R04_Agricultura,,,5,2,[Objetivo] Predicción de rendimiento agrícola (piscícola) | [Insumos] producción piscícola | [Impacto] Mayor productividad rural | [Metodo] Razonamiento,,
u958-pr9h:17,Evaluaciones Agropecuarias por consenso DEPARTAMENTO DE BOYACÁ,"Cifras sectoriales en cuanto a las variables de cultivo, área sembrada, área cosechada, producción y rendimiento  para el sector agrícola obtenidas en las evaluaciones agropecuarias del periodo (2011-2021). Las cifras fueron obtenidas a través de la Unidad de Planificación Rural Agropecuaria - UPRA del Ministerio de Agricultura y en coordinación con los municipios.",Fila,24.788,8.0,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"evaluaciones,agropecuarias,cifras,cultivo,área sembradas,cosechada,producción,agropecuario",2023 Aug 19 01:09:51 AM,,https://www.datos.gov.co/d/u958-pr9h/revisions/17,R04_Agricultura,,,5,2,"[Objetivo] Anticipar rendimientos agrícolas y riesgos climáticos | [Insumos] evaluaciones agropecuarias (área, producción, rendimiento) | [Impacto] Mayor productividad rural | [Metodo] Razonamiento",,
4wtf-sdh2:18,Inventario de Ganado Bovino - DEPARTAMENTO DE BOYACÁ,Conjunto de datos que contiene la información del inventario de ganado bovino del Departamento de Boyacá por años. A partir del año 2019 hasta 2021 las cifras fueron obtenidas a través de la Unidad de Planificación Rural Agropecuaria - UPRA del Ministerio de Agricultura y en coordinación con los municipios.,,738,11.0,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"boyacá,inventario,ganado bovino,información",2022 Jun 28 03:07:33 PM,,https://www.datos.gov.co/d/4wtf-sdh2/revisions/18,R04_Agricultura,,,5,4,"[Objetivo] Predicción de rendimiento agrícola y riesgo climático | [Insumos] inventario de ganado bovino, producción pecuaria | [Impacto] Mayor productividad y resiliencia económica rural | [Metodo] Razonamiento",,
yi68-jjgw:6,Sector Agropecuario. Piscicultura en estanques - DEPARTAMENTO DE BOYACÁ,"Información del sector agropecuario relacionada con la  piscicultura en estanques del Departamento de Boyacá.

Es importante para nosotros sus sugerencias, por favor ingresar en el siguiente enlace para registrar su idea, solicitud, comentario o compartir el uso dado a los conjuntos de datos abiertos publicados. http://www.boyaca.gov.co/datosabiertos/",,409,8.0,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"agropecuario,piscicultura,estanques,boyacá",2019 Aug 06 04:31:23 PM,,https://www.datos.gov.co/d/yi68-jjgw/revisions/6,R04_Agricultura,,,5,5,"[Objetivo] Evaluación de la producción piscícola | [Insumos] Datos de piscicultura en estanques por municipio, volumen y tipo de estanque | [Impacto] Apoyo a la planificación de la cadena acuícola y seguridad alimentaria | [Metodo] Razonamiento",,
u958-pr9h,Evaluaciones Agropecuarias por consenso DEPARTAMENTO DE BOYACÁ,"Cifras sectoriales en cuanto a las variables de cultivo, área sembrada, área cosechada, producción y rendimiento  para el sector agrícola obtenidas en las evaluaciones agropecuarias del periodo (2011-2021). Las cifras fueron obtenidas a través de la Unidad de Planificación Rural Agropecuaria - UPRA del Ministerio de Agricultura y en coordinación con los municipios.",Fila,24.788,8.0,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"evaluaciones,agropecuarias,cifras,cultivo,área sembradas,cosechada,producción,agropecuario",2023 Aug 19 01:09:51 AM,https://www.datos.gov.co/resource/u958-pr9h.json,https://www.datos.gov.co/d/u958-pr9h,R04_Agricultura,,,5,4,"[Objetivo] Estimar rendimientos agrícolas históricos | [Insumos] Evaluaciones agropecuarias con área, producción y rendimiento por cultivo y municipio (2011-2021) | [Impacto] Toma de decisiones para la productividad y adaptación climática rural | [Metodo] Razonamiento",,
3urw-7985,Producción Leche (Litros/Día) - DEPARTAMENTO DE BOYACÁ,"Información de producción leche (Litros/Día) del Departamento de Boyacá. Nota: La información en blanco significa que no hubo reporte por parte del municipio.

Es importante para nosotros sus sugerencias, por favor ingresar en el siguiente enlace para registrar su idea, solicitud, comentario o compartir el uso dado a los conjuntos de datos abiertos publicados. http://www.boyaca.gov.co/datosabiertos/",,1.107,6.0,regional,False,True,Gobernación de Boyacá,Agricultura y Desarrollo Social,Territorial,Boyacá,Tunja,Agricultura y Desarrollo Rural,"producción,leche,boyacá",2019 Jul 17 08:20:18 PM,https://www.datos.gov.co/resource/3urw-7985.json,https://www.datos.gov.co/d/3urw-7985,R04_Agricultura,,,5,3,[Objetivo] Monitoreo de la producción lechera | [Insumos] Litros diarios de leche por municipio | [Impacto] Planificación de la cadena láctea y apoyo a pequeños productores | [Metodo] Razonamiento,,
6iaz-rtp4,EVALUACIONES AGRÍCOLAS 2016,EVALUACIONES AGRÍCOLAS 2016  DE LA GOBERNACIÓN DE CALDAS.,,497,15.0,regional,False,True,Gobernación de Caldas,Agricultura y Desarrollo Social,Territorial,Caldas,Manizales,Agricultura y Desarrollo Rural,"evas,eva,agricola,evaluación agricola,gobernación de caldas",2018 Feb 27 09:55:58 PM,https://www.datos.gov.co/resource/6iaz-rtp4.json,https://www.datos.gov.co/d/6iaz-rtp4,R04_Agricultura,,,5,5,[Objetivo] Evaluación de producción agrícola | [Insumos] Evaluaciones agrícolas 2016 | [Impacto] Predicción de rendimientos y política rural | [Metodo] Lexico: palabra='agricola',,
ct2v-3ybw,CULTIVO PIÑA AÑOS 2010 A 2016,Contiene los cultivos de piña en un periodo de los años 2010 hasta 2016.,,7,5.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,,,2018 Jul 23 07:38:01 PM,https://www.datos.gov.co/resource/ct2v-3ybw.json,https://www.datos.gov.co/d/ct2v-3ybw,R04_Agricultura,,,5,2,[Objetivo] Evolución del cultivo de piña | [Insumos] Series históricas de producción | [Impacto] Planeación de siembras y mercados | [Metodo] Lexico: palabra='cultivo',,
weih-9v5x,"Uso y  Aprovechamiento Del Suelo del Departamento del  Caquetá, año 2006.","Contiene datos del uso dado a el suelo del Departamento de Caquetá, en el año 2006.",,15,3.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,Agricultura y Desarrollo Rural,,2018 Oct 17 03:02:50 PM,https://www.datos.gov.co/resource/weih-9v5x.json,https://www.datos.gov.co/d/weih-9v5x,R04_Agricultura,R06_MedioAmbiente,,5,2,[Objetivo] Uso del suelo rural | [Insumos] Datos de aprovechamiento agropecuario | [Impacto] Ordenamiento productivo del territorio | [Metodo] Lexico: palabra='suelo',,
hezx-q832,CULTIVO PIÑA MUNICIPIOS DEL CAQUETÁ,Esta estadística muestra los datos de los cultivos de piña de los municipios del departamento del Caquetá.,,11,5.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,,,2018 Jul 23 07:48:25 PM,https://www.datos.gov.co/resource/hezx-q832.json,https://www.datos.gov.co/d/hezx-q832,R04_Agricultura,,,5,2,[Objetivo] Cultivo de piña por municipio | [Insumos] Estadísticas locales de producción | [Impacto] Desarrollo de cadenas productivas | [Metodo] Lexico: palabra='cultivo',,
dked-qb96,ESTADÍSTICA DE SIEMBRA CAUCHO POR MUNICIPIO EN EL CAQUETÁ,Contiene los datos estadísticos de la siembra de CAUCHO en los municipios del Caquetá.,,16,5.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,,,2018 Jul 17 12:58:58 PM,https://www.datos.gov.co/resource/dked-qb96.json,https://www.datos.gov.co/d/dked-qb96,R04_Agricultura,,,5,3,[Objetivo] Análisis de siembra de caucho por municipio. | [Insumos] Datos de siembra municipal. | [Impacto] Planificación de cadena productiva del caucho. | [Metodo] Razonamiento,,
pk7w-4dx2,"Área Sembrada, Área Cosechada, Producción y Rendimiento del cultivo de plátano en Caquetá año 2016.","Área Sembrada, Área Cosechada, Producción y Rendimiento del cultivo de plátano en Caquetá año 2016.",,12,5.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,Agricultura y Desarrollo Rural,,2019 Mar 15 07:05:34 PM,https://www.datos.gov.co/resource/pk7w-4dx2.json,https://www.datos.gov.co/d/pk7w-4dx2,R04_Agricultura,,,5,3,"[Objetivo] Análisis de productividad del cultivo de plátano. | [Insumos] Área, producción, rendimiento de plátano. | [Impacto] Mejora de la producción alimentaria regional. | [Metodo] Razonamiento",,
vjnb-ibt3,TOTAL DE HECTÁREAS POR PRODUCTO PRINCIPAL EN EL DEPARTAMENTO CAQUETÁ.,Estadística del total de hectáreas por producto principal en el departamento de Caquetá.,,21,4.0,regional,False,True,Gobernación de Caquetá,Agricultura y Desarrollo Social,Territorial,Caquetá,Florencia,Agricultura y Desarrollo Rural,,2021 Aug 20 02:21:17 PM,https://www.datos.gov.co/resource/vjnb-ibt3.json,https://www.datos.gov.co/d/vjnb-ibt3,R04_Agricultura,,,5,3,[Objetivo] Predicción de rendimiento agrícola | [Insumos] Hectáreas por producto | [Impacto] Planificación agrícola | [Metodo] Razonamiento,,
cwrt-4wxv,Producción Especies de Pecuaria Municipio de Casanare,"Cantidad de cada una de las especies pecuarias producidas de Municipio de Casanare.

Para reportar hallazgos, comentarios o sugerencias, puede escribirnos por medio de los siguientes mecanismos:
https://apps.casanare.gov.co/correspondencia/pqrs
sistemas@casanare.gov.co",,19,48.0,regional,False,True,Gobernación de Casanare,Agricultura y Desarrollo Social,Territorial,Casanare,Yopal,Agricultura y Desarrollo Rural,"gobernación de casanare,producción,especies pecuaria,casanare",2021 Jul 15 09:40:47 PM,https://www.datos.gov.co/resource/cwrt-4wxv.json,https://www.datos.gov.co/d/cwrt-4wxv,R04_Agricultura,,,5,3,[Objetivo] Predicción de producción pecuaria | [Insumos] cantidad de especies pecuarias por municipio | [Impacto] planificación agropecuaria y seguridad alimentaria | [Metodo] Razonamiento,,
h4u8-txd4,Censo pecuario Equino-Caprino-Ovino por Municipio del Departamentos de Casanare,"Cifras del sector pecuario, donde se incluyen las cifras relacionadas con el sector EQUINO,CAPRINO,OVINO.

 
Para reportar hallazgos, comentarios o sugerencias, puede escribirnos por medio de los siguientes mecanismos:
https://apps.casanare.gov.co/correspondencia/pqrs
sistemas@casanare.gov.co",,20,6.0,regional,False,True,Gobernación de Casanare,Tecnologías de la Información y las Comunicaciones,Territorial,Casanare,Yopal,Estadísticas Nacionales,"municipio,especies pecuaria,casanare,gobernación de casanare,censo,departametos,pecuaria",2021 Apr 21 02:46:44 PM,https://www.datos.gov.co/resource/h4u8-txd4.json,https://www.datos.gov.co/d/h4u8-txd4,R04_Agricultura,,,5,3,"[Objetivo] Censo pecuario para planificación rural | [Insumos] existencias de equinos, caprinos, ovinos | [Impacto] fomento de la producción ganadera menor | [Metodo] Razonamiento",,
nxda-gkme,Producción de Especies Pecuarias de los Municipios del departamento de  Casanare,"Cantidad de cada una de las especies pecuarias producidas de los  Municipios del Departamento de Casanare.

Para reportar hallazgos, comentarios o sugerencias, puede escribirnos por medio de los siguientes mecanismos:
https://apps.casanare.gov.co/correspondencia/pqrs
sistemas@casanare.gov.co",,19,48.0,regional,False,True,Gobernación de Casanare,Tecnologías de la Información y las Comunicaciones,Territorial,Casanare,Yopal,Agricultura y Desarrollo Rural,"gobernación de casanare,casanare,agricultura,municipio,especies pecuaria",2020 May 13 09:21:31 PM,https://www.datos.gov.co/resource/nxda-gkme.json,https://www.datos.gov.co/d/nxda-gkme,R04_Agricultura,,,5,3,[Objetivo] Análisis de producción pecuaria | [Insumos] cantidades de especies por municipio | [Impacto] planificación ganadera | [Metodo] Razonamiento,,
sg9x-tgus,"Tángara - Área (Agricultura, ganadería y Avicola) - Indicador Cultivos Permanentes","Los indicadores son el seguimiento que realiza la oficina de Planeación departamental de la Gobernación del Cauca. Aquí encontrarás información del Área (Agricultura, ganadería y Avicola) - Indicador Cultivos Permanentes, que dan cuenta de las dinámicas de cada uno de los 42 municipios del departamento del Cauca. Los Indicadores se convierten en una herramienta que están en función de servir a cada administración como referente y se agrupan en tres dimensiones: social, económica y ambiental.",Cultivos Permanentes,3.121,8.0,regional,False,True,Gobernación de Cauca,No Aplica,Territorial,Cauca,Popayán,Agricultura y Desarrollo Rural,"cauca,tángara,oficina asesora de planeación del cauca,cultivos transitorios",2022 Dec 14 10:00:57 AM,https://www.datos.gov.co/resource/sg9x-tgus.json,https://www.datos.gov.co/d/sg9x-tgus,R04_Agricultura,,,5,2,[Objetivo] Seguimiento de area de cultivos permanentes en Cauca | [Insumos] Indicador de cultivos permanentes por municipio | [Impacto] Planificacion agricola y gestion de uso del suelo | [Metodo] Razonamiento,,
2ybd-gkea,ASOCIACIONES GANADERAS PESQUERAS Y AGRICOLAS DEL DEPARTAMENTO DEL ATLANTICO 2020,"Se registra el listado de las asociaciones Ganaderas, Pesqueras y Agricolas del Departamento del Atlántico al 30 de Octubre de 2020",,70,11.0,regional,False,True,Gobernación del Atlántico,Agricultura y Desarrollo Social,Territorial,Atlántico,Barranquilla,Economía y Finanzas,"atlantico,atlántico,gobernacion del atlantico,gobernación del atlántico,gobernación del atlantico,desarrollo economico,alianzas productivas,ganaderia,pesca,agricolas,asociaciones",2020 Nov 04 06:58:45 PM,https://www.datos.gov.co/resource/2ybd-gkea.json,https://www.datos.gov.co/d/2ybd-gkea,R04_Agricultura,R05_Economia,R05_Economia,5,4,"[Objetivo] Identificar organizaciones productivas rurales | [Insumos] listado de asociaciones ganaderas, pesqueras y agrícolas | [Impacto] fortalecimiento de cadenas agroalimentarias | [Metodo] Razonamiento",,
