anio,departamento,municipio,cultivo,hectareas_sembradas,produccion_obtenida_ton,rendimiento_ton_ha,aptitud,ph_suelo,altitud_m,materia_organica_pct,pendiente_pct,textura,latitud,longitud,temp_media_c,precipitacion_anual_mm,humedad_media_pct,brillo_solar_anual_horas,monto_creditos_cop,numero_creditos_aprobados,tasa_interes_promedio,precio_kg_anual_promedio_cop,hectareas_formalizadas,solicitudes_restitucion_activas,indice_seguridad_juridica,poblacion_bovina,poblacion_porcina,produccion_leche_litros_dia,vacunacion_fiebre_aftosa_pct
2024,Huila,Pitalito,Maiz,6873.7,14219.1,2.07,Baja,5.69,1300,2.08,19.16,Franco-Arcilloso,1.85,-76.05,22.011475409836066,847.2,75.18715846994536,2598.1,338761030,54,13.98,2058.5,89639.1,23,83.4,19396,15312,57441.9,95.03
2024,Huila,Pitalito,Platano,7896.2,80700.6,10.22,Alta,5.56,1300,1.92,12.48,Franco,1.85,-76.05,22.011475409836066,847.2,75.18715846994536,2598.1,131363173,42,14.68,1774.1153846153845,89639.1,23,83.4,19396,15312,57441.9,95.03
2025,Huila,Pitalito,Cafe,2899.5,3303.2,1.14,Alta,6.59,1300,4.31,7.34,Franco-Arcilloso,1.85,-76.05,21.976712328767125,969.0,74.83671232876712,2491.1,93823230,17,11.03,12509.576923076924,89639.1,23,83.4,14656,19761,42866.7,98.5
2025,Huila,Pitalito,Cacao,3941.0,2170.1,0.55,Alta,6.61,1300,2.64,5.15,Franco-Arenoso,1.85,-76.05,21.976712328767125,969.0,74.83671232876712,2491.1,87301877,35,13.41,9886.557692307691,89639.1,23,83.4,14656,19761,42866.7,98.5
2025,Huila,Pitalito,Arroz,6819.3,20984.3,3.08,Baja,5.38,1300,2.3,15.52,Arcilloso,1.85,-76.05,21.976712328767125,969.0,74.83671232876712,2491.1,725608700,89,12.03,2936.846153846154,89639.1,23,83.4,14656,19761,42866.7,98.5
2025,Huila,Pitalito,Maiz,5961.0,10948.1,1.84,Baja,5.69,1300,2.08,19.16,Franco-Arcilloso,1.85,-76.05,21.976712328767125,969.0,74.83671232876712,2491.1,764402693,54,13.81,2252.269230769231,89639.1,23,83.4,14656,19761,42866.7,98.5
2025,Huila,Pitalito,Platano,6878.9,76667.9,11.15,Alta,5.56,1300,1.92,12.48,Franco,1.85,-76.05,21.976712328767125,969.0,74.83671232876712,2491.1,56928304,84,11.45,1965.8653846153845,89639.1,23,83.4,14656,19761,42866.7,98.5
2023,Huila,Garzon,Cafe,7492.6,9035.7,1.21,Alta,5.47,830,2.27,19.98,Arcilloso,2.2,-75.63,22.053150684931506,878.1,74.63260273972602,2584.1,344819290,25,15.76,12010.433962264151,62344.5,4,81.8,54761,2977,211028.3,92.08
2023,Huila,Garzon,Cacao,7532.3,3723.7,0.49,Alta,5.78,830,4.9,33.72,Franco-Arcilloso,2.2,-75.63,22.053150684931506,878.1,74.63260273972602,2584.1,206354244,58,15.32,9598.11320754717,62344.5,4,81.8,54761,2977,211028.3,92.08
2023,Huila,Garzon,Arroz,2259.9,10039.8,4.44,Media,6.34,830,2.02,34.92,Franco,2.2,-75.63,22.053150684931506,878.1,74.63260273972602,2584.1,403044520,71,13.93,2627.754716981132,62344.5,4,81.8,54761,2977,211028.3,92.08
2023,Huila,Garzon,Maiz,1052.4,2700.3,2.57,Media,6.0,830,1.68,10.47,Franco-Arenoso,2.2,-75.63,22.053150684931506,878.1,74.63260273972602,2584.1,799816044,111,11.84,1875.245283018868,62344.5,4,81.8,54761,2977,211028.3,92.08
2023,Huila,Garzon,Platano,3670.4,42258.4,11.51,Alta,6.21,830,3.88,19.05,Franco-Arcilloso,2.2,-75.63,22.053150684931506,878.1,74.63260273972602,2584.1,394229332,12,15.22,1587.5849056603774,62344.5,4,81.8,54761,2977,211028.3,92.08
2024,Huila,Garzon,Cafe,5648.1,7352.6,1.3,Alta,5.47,830,2.27,19.98,Arcilloso,2.2,-75.63,21.922677595628414,910.3,74.89890710382514,2557.5,319641186,44,13.22,12267.173076923076,62344.5,4,81.8,10145,33130,40103.3,95.5
2024,Huila,Garzon,Cacao,609.9,341.9,0.56,Alta,5.78,830,4.9,33.72,Franco-Arcilloso,2.2,-75.63,21.922677595628414,910.3,74.89890710382514,2557.5,488514477,75,14.92,9805.307692307691,62344.5,4,81.8,10145,33130,40103.3,95.5
2024,Huila,Garzon,Arroz,2723.6,10291.2,3.78,Media,6.34,830,2.02,34.92,Franco,2.2,-75.63,21.922677595628414,910.3,74.89890710382514,2557.5,621220401,93,12.96,2765.173076923077,62344.5,4,81.8,10145,33130,40103.3,95.5
2024,Huila,Garzon,Maiz,4269.9,12732.1,2.98,Media,6.0,830,1.68,10.47,Franco-Arenoso,2.2,-75.63,21.922677595628414,910.3,74.89890710382514,2557.5,141394848,33,12.66,2058.5,62344.5,4,81.8,10145,33130,40103.3,95.5
2024,Huila,Garzon,Platano,2692.4,29079.4,10.8,Alta,6.21,830,3.88,19.05,Franco-Arcilloso,2.2,-75.63,21.922677595628414,910.3,74.89890710382514,2557.5,673595957,105,14.17,1774.1153846153845,62344.5,4,81.8,10145,33130,40103.3,95.5
2025,Huila,Garzon,Cafe,2939.9,3863.0,1.31,Alta,5.47,830,2.27,19.98,Arcilloso,2.2,-75.63,21.92082191780822,949.8,74.92246575342466,2536.2,184702238,13,15.76,12509.576923076924,62344.5,4,81.8,7394,30600,26385.9,99.78
2025,Huila,Garzon,Cacao,5857.9,3188.9,0.54,Alta,5.78,830,4.9,33.72,Franco-Arcilloso,2.2,-75.63,21.92082191780822,949.8,74.92246575342466,2536.2,361071269,30,10.71,9886.557692307691,62344.5,4,81.8,7394,30600,26385.9,99.78
2025,Huila,Garzon,Arroz,2455.9,10352.4,4.22,Media,6.34,830,2.02,34.92,Franco,2.2,-75.63,21.92082191780822,949.8,74.92246575342466,2536.2,549088650,82,13.56,2936.846153846154,62344.5,4,81.8,7394,30600,26385.9,99.78
2025,Huila,Garzon,Maiz,3231.9,9317.5,2.88,Media,6.0,830,1.68,10.47,Franco-Arenoso,2.2,-75.63,21.92082191780822,949.8,74.92246575342466,2536.2,334493649,116,11.59,2252.269230769231,62344.5,4,81.8,7394,30600,26385.9,99.78
2025,Huila,Garzon,Platano,1882.9,18477.3,9.81,Alta,6.21,830,3.88,19.05,Franco-Arcilloso,2.2,-75.63,21.92082191780822,949.8,74.92246575342466,2536.2,642178428,93,12.75,1965.8653846153845,62344.5,4,81.8,7394,30600,26385.9,99.78
2023,Huila,Neiva,Cafe,4217.7,5533.0,1.31,Alta,6.78,442,2.35,23.85,Franco,2.93,-75.29,22.012054794520548,886.8,74.49232876712328,2571.8,728023492,73,12.32,12010.433962264151,50381.5,24,73.1,46874,2633,138950.1,95.08
2023,Huila,Neiva,Cacao,889.7,455.0,0.51,Alta,5.79,442,2.35,28.31,Franco-Arenoso,2.93,-75.29,22.012054794520548,886.8,74.49232876712328,2571.8,454141209,103,13.32,9598.11320754717,50381.5,24,73.1,46874,2633,138950.1,95.08
2023,Huila,Neiva,Arroz,2906.7,11840.0,4.07,Media,6.21,442,3.38,4.07,Franco-Arenoso,2.93,-75.29,22.012054794520548,886.8,74.49232876712328,2571.8,727530093,106,14.48,2627.754716981132,50381.5,24,73.1,46874,2633,138950.1,95.08
2023,Huila,Neiva,Maiz,2608.9,5076.0,1.95,Baja,6.01,442,3.94,30.18,Arcilloso,2.93,-75.29,22.012054794520548,886.8,74.49232876712328,2571.8,568212536,67,10.98,1875.245283018868,50381.5,24,73.1,46874,2633,138950.1,95.08
2023,Huila,Neiva,Platano,6588.2,77953.1,11.83,Alta,6.28,442,1.56,18.41,Franco,2.93,-75.29,22.012054794520548,886.8,74.49232876712328,2571.8,369928142,113,11.68,1587.5849056603774,50381.5,24,73.1,46874,2633,138950.1,95.08
2024,Huila,Neiva,Cafe,4529.5,5494.8,1.21,Alta,6.78,442,2.35,23.85,Franco,2.93,-75.29,22.00327868852459,942.1,75.29398907103825,2554.3,240445493,54,10.75,12267.173076923076,50381.5,24,73.1,40042,32134,174714.6,99.01
2024,Huila,Neiva,Cacao,2106.5,1152.5,0.55,Alta,5.79,442,2.35,28.31,Franco-Arenoso,2.93,-75.29,22.00327868852459,942.1,75.29398907103825,2554.3,279104300,34,14.81,9805.307692307691,50381.5,24,73.1,40042,32134,174714.6,99.01
2024,Huila,Neiva,Arroz,6992.8,30424.2,4.35,Media,6.21,442,3.38,4.07,Franco-Arenoso,2.93,-75.29,22.00327868852459,942.1,75.29398907103825,2554.3,586087779,102,11.22,2765.173076923077,50381.5,24,73.1,40042,32134,174714.6,99.01
2024,Huila,Neiva,Maiz,6994.1,14267.4,2.04,Baja,6.01,442,3.94,30.18,Arcilloso,2.93,-75.29,22.00327868852459,942.1,75.29398907103825,2554.3,541778499,15,14.76,2058.5,50381.5,24,73.1,40042,32134,174714.6,99.01
2024,Huila,Neiva,Platano,4758.8,52315.3,10.99,Alta,6.28,442,1.56,18.41,Franco,2.93,-75.29,22.00327868852459,942.1,75.29398907103825,2554.3,263782425,5,12.04,1774.1153846153845,50381.5,24,73.1,40042,32134,174714.6,99.01
2025,Huila,Neiva,Cafe,3489.4,4410.9,1.26,Alta,6.78,442,2.35,23.85,Franco,2.93,-75.29,21.987397260273973,893.9,75.21232876712328,2569.0,728649078,105,13.6,12509.576923076924,50381.5,24,73.1,26996,2726,81357.6,94.67
2025,Huila,Neiva,Cacao,7632.9,4169.5,0.55,Alta,5.79,442,2.35,28.31,Franco-Arenoso,2.93,-75.29,21.987397260273973,893.9,75.21232876712328,2569.0,621572960,119,14.0,9886.557692307691,50381.5,24,73.1,26996,2726,81357.6,94.67
2025,Huila,Neiva,Arroz,4075.9,18079.6,4.44,Media,6.21,442,3.38,4.07,Franco-Arenoso,2.93,-75.29,21.987397260273973,893.9,75.21232876712328,2569.0,485617135,11,13.68,2936.846153846154,50381.5,24,73.1,26996,2726,81357.6,94.67
2025,Huila,Neiva,Maiz,3638.4,6779.4,1.86,Baja,6.01,442,3.94,30.18,Arcilloso,2.93,-75.29,21.987397260273973,893.9,75.21232876712328,2569.0,79804378,74,10.76,2252.269230769231,50381.5,24,73.1,26996,2726,81357.6,94.67
2025,Huila,Neiva,Platano,1447.8,16260.0,11.23,Alta,6.28,442,1.56,18.41,Franco,2.93,-75.29,21.987397260273973,893.9,75.21232876712328,2569.0,310569344,23,12.27,1965.8653846153845,50381.5,24,73.1,26996,2726,81357.6,94.67
2023,Meta,Granada,Cafe,6677.6,8136.8,1.22,Alta,5.76,370,1.84,4.73,Arcilloso,3.54,-73.7,28.004109589041096,920.3,74.89397260273972,2546.1,575940237,40,12.07,12010.433962264151,33534.5,28,60.5,17687,34117,75228.1,94.55
2023,Meta,Granada,Cacao,4119.9,2207.0,0.54,Alta,5.82,370,4.78,1.12,Arcilloso,3.54,-73.7,28.004109589041096,920.3,74.89397260273972,2546.1,110801381,21,15.38,9598.11320754717,33534.5,28,60.5,17687,34117,75228.1,94.55
2023,Meta,Granada,Arroz,5500.2,26524.2,4.82,Alta,6.38,370,2.23,2.94,Franco-Arcilloso,3.54,-73.7,28.004109589041096,920.3,74.89397260273972,2546.1,639659046,87,12.09,2627.754716981132,33534.5,28,60.5,17687,34117,75228.1,94.55
2023,Meta,Granada,Maiz,934.6,3059.7,3.27,Alta,5.61,370,3.81,4.18,Franco-Arenoso,3.54,-73.7,28.004109589041096,920.3,74.89397260273972,2546.1,306890442,7,13.97,1875.245283018868,33534.5,28,60.5,17687,34117,75228.1,94.55
2023,Meta,Granada,Platano,1381.6,16136.9,11.68,Alta,6.03,370,2.41,4.98,Franco-Arcilloso,3.54,-73.7,28.004109589041096,920.3,74.89397260273972,2546.1,79786812,115,11.15,1587.5849056603774,33534.5,28,60.5,17687,34117,75228.1,94.55
2024,Meta,Granada,Cafe,4223.8,5550.2,1.31,Alta,5.76,370,1.84,4.73,Arcilloso,3.54,-73.7,28.083333333333332,992.9,75.06092896174863,2526.5,218980619,104,11.61,12267.173076923076,33534.5,28,60.5,16104,16508,71749.4,98.57
2024,Meta,Granada,Cacao,5954.1,3382.8,0.57,Alta,5.82,370,4.78,1.12,Arcilloso,3.54,-73.7,28.083333333333332,992.9,75.06092896174863,2526.5,307702426,11,12.14,9805.307692307691,33534.5,28,60.5,16104,16508,71749.4,98.57
2024,Meta,Granada,Arroz,1065.9,5411.5,5.08,Alta,6.38,370,2.23,2.94,Franco-Arcilloso,3.54,-73.7,28.083333333333332,992.9,75.06092896174863,2526.5,292916163,60,11.19,2765.173076923077,33534.5,28,60.5,16104,16508,71749.4,98.57
2024,Meta,Granada,Maiz,3709.1,12133.9,3.27,Alta,5.61,370,3.81,4.18,Franco-Arenoso,3.54,-73.7,28.083333333333332,992.9,75.06092896174863,2526.5,770225973,32,14.35,2058.5,33534.5,28,60.5,16104,16508,71749.4,98.57
2024,Meta,Granada,Platano,7754.2,75763.2,9.77,Alta,6.03,370,2.41,4.98,Franco-Arcilloso,3.54,-73.7,28.083333333333332,992.9,75.06092896174863,2526.5,198878391,13,11.51,1774.1153846153845,33534.5,28,60.5,16104,16508,71749.4,98.57
2025,Meta,Granada,Cafe,7943.7,9429.3,1.19,Alta,5.76,370,1.84,4.73,Arcilloso,3.54,-73.7,28.05123287671233,995.3,75.10383561643836,2528.9,414270264,25,11.92,12509.576923076924,33534.5,28,60.5,57355,21598,225538.3,93.91
2025,Meta,Granada,Cacao,5757.9,2931.4,0.51,Alta,5.82,370,4.78,1.12,Arcilloso,3.54,-73.7,28.05123287671233,995.3,75.10383561643836,2528.9,212358478,6,12.53,9886.557692307691,33534.5,28,60.5,57355,21598,225538.3,93.91
2025,Meta,Granada,Arroz,2657.7,13143.9,4.95,Alta,6.38,370,2.23,2.94,Franco-Arcilloso,3.54,-73.7,28.05123287671233,995.3,75.10383561643836,2528.9,104139193,12,13.2,2936.846153846154,33534.5,28,60.5,57355,21598,225538.3,93.91
2025,Meta,Granada,Maiz,4710.8,16844.9,3.58,Alta,5.61,370,3.81,4.18,Franco-Arenoso,3.54,-73.7,28.05123287671233,995.3,75.10383561643836,2528.9,265215219,32,15.71,2252.269230769231,33534.5,28,60.5,57355,21598,225538.3,93.91
2025,Meta,Granada,Platano,4556.9,50796.2,11.15,Alta,6.03,370,2.41,4.98,Franco-Arcilloso,3.54,-73.7,28.05123287671233,995.3,75.10383561643836,2528.9,224937378,104,13.82,1965.8653846153845,33534.5,28,60.5,57355,21598,225538.3,93.91
2023,Meta,Villavicencio,Cafe,7781.9,8982.3,1.15,Alta,6.64,460,4.65,3.35,Franco-Arenoso,4.14,-73.63,27.886575342465754,853.9,74.43068493150685,2570.2,231426337,54,15.61,12010.433962264151,58689.1,56,63.0,53305,14055,137686.8,98.09
2023,Meta,Villavicencio,Cacao,6270.7,3463.5,0.55,Alta,5.65,460,3.95,4.31,Arcilloso,4.14,-73.63,27.886575342465754,853.9,74.43068493150685,2570.2,621354294,50,14.49,9598.11320754717,58689.1,56,63.0,53305,14055,137686.8,98.09
2023,Meta,Villavicencio,Arroz,5052.7,23481.6,4.65,Alta,6.62,460,4.23,3.39,Franco,4.14,-73.63,27.886575342465754,853.9,74.43068493150685,2570.2,503945913,16,14.72,2627.754716981132,58689.1,56,63.0,53305,14055,137686.8,98.09
2023,Meta,Villavicencio,Maiz,3832.2,13569.9,3.54,Alta,6.7,460,4.25,3.51,Franco-Arcilloso,4.14,-73.63,27.886575342465754,853.9,74.43068493150685,2570.2,419414181,26,14.42,1875.245283018868,58689.1,56,63.0,53305,14055,137686.8,98.09
2023,Meta,Villavicencio,Platano,5599.3,58444.6,10.44,Alta,5.21,460,1.86,3.49,Franco-Arenoso,4.14,-73.63,27.886575342465754,853.9,74.43068493150685,2570.2,683273569,60,11.29,1587.5849056603774,58689.1,56,63.0,53305,14055,137686.8,98.09
2024,Meta,Villavicencio,Cafe,5165.8,7111.7,1.38,Alta,6.64,460,4.65,3.35,Franco-Arenoso,4.14,-73.63,27.880054644808745,958.7,74.92322404371585,2571.7,433006088,87,12.86,12267.173076923076,58689.1,56,63.0,45144,6038,124281.9,94.07
2024,Meta,Villavicencio,Cacao,2937.6,1625.2,0.55,Alta,5.65,460,3.95,4.31,Arcilloso,4.14,-73.63,27.880054644808745,958.7,74.92322404371585,2571.7,525763329,28,15.0,9805.307692307691,58689.1,56,63.0,45144,6038,124281.9,94.07
2024,Meta,Villavicencio,Arroz,7102.2,33064.5,4.66,Alta,6.62,460,4.23,3.39,Franco,4.14,-73.63,27.880054644808745,958.7,74.92322404371585,2571.7,164807434,99,13.7,2765.173076923077,58689.1,56,63.0,45144,6038,124281.9,94.07
2024,Meta,Villavicencio,Maiz,5585.1,17403.4,3.12,Alta,6.7,460,4.25,3.51,Franco-Arcilloso,4.14,-73.63,27.880054644808745,958.7,74.92322404371585,2571.7,574971404,117,10.88,2058.5,58689.1,56,63.0,45144,6038,124281.9,94.07
2024,Meta,Villavicencio,Platano,5731.4,62966.0,10.99,Alta,5.21,460,1.86,3.49,Franco-Arenoso,4.14,-73.63,27.880054644808745,958.7,74.92322404371585,2571.7,799911088,91,14.83,1774.1153846153845,58689.1,56,63.0,45144,6038,124281.9,94.07
2025,Meta,Villavicencio,Cafe,6427.0,8672.5,1.35,Alta,6.64,460,4.65,3.35,Franco-Arenoso,4.14,-73.63,27.932602739726025,921.0,75.34684931506848,2583.1,738414502,105,14.79,12509.576923076924,58689.1,56,63.0,62522,28307,256214.1,92.83
2025,Meta,Villavicencio,Cacao,3394.8,1822.6,0.54,Alta,5.65,460,3.95,4.31,Arcilloso,4.14,-73.63,27.932602739726025,921.0,75.34684931506848,2583.1,121590403,33,14.9,9886.557692307691,58689.1,56,63.0,62522,28307,256214.1,92.83
2025,Meta,Villavicencio,Arroz,4155.3,20137.3,4.85,Alta,6.62,460,4.23,3.39,Franco,4.14,-73.63,27.932602739726025,921.0,75.34684931506848,2583.1,477532264,32,10.59,2936.846153846154,58689.1,56,63.0,62522,28307,256214.1,92.83
2025,Meta,Villavicencio,Maiz,6356.2,22691.6,3.57,Alta,6.7,460,4.25,3.51,Franco-Arcilloso,4.14,-73.63,27.932602739726025,921.0,75.34684931506848,2583.1,209998584,84,11.96,2252.269230769231,58689.1,56,63.0,62522,28307,256214.1,92.83
2025,Meta,Villavicencio,Platano,3522.4,37196.1,10.56,Alta,5.21,460,1.86,3.49,Franco-Arenoso,4.14,-73.63,27.932602739726025,921.0,75.34684931506848,2583.1,330335943,42,14.26,1965.8653846153845,58689.1,56,63.0,62522,28307,256214.1,92.83
2023,Meta,Acacias,Cafe,6950.7,9585.9,1.38,Alta,5.65,498,2.57,2.69,Franco,3.99,-73.76,28.01972602739726,943.6,74.65424657534247,2567.2,733201125,80,10.86,12010.433962264151,39813.9,44,67.5,51189,17707,142590.9,98.84
2023,Meta,Acacias,Cacao,3913.3,1999.2,0.51,Alta,6.24,498,2.28,3.7,Franco-Arenoso,3.99,-73.76,28.01972602739726,943.6,74.65424657534247,2567.2,487624389,5,15.36,9598.11320754717,39813.9,44,67.5,51189,17707,142590.9,98.84
2023,Meta,Acacias,Arroz,1244.9,6702.3,5.38,Alta,5.99,498,2.13,2.15,Arcilloso,3.99,-73.76,28.01972602739726,943.6,74.65424657534247,2567.2,384733793,80,10.76,2627.754716981132,39813.9,44,67.5,51189,17707,142590.9,98.84
2023,Meta,Acacias,Maiz,7781.1,29028.9,3.73,Alta,6.56,498,3.8,3.06,Arcilloso,3.99,-73.76,28.01972602739726,943.6,74.65424657534247,2567.2,708091277,11,14.32,1875.245283018868,39813.9,44,67.5,51189,17707,142590.9,98.84
2023,Meta,Acacias,Platano,2394.1,23718.0,9.91,Alta,6.01,498,3.73,1.63,Franco-Arcilloso,3.99,-73.76,28.01972602739726,943.6,74.65424657534247,2567.2,121777767,66,14.44,1587.5849056603774,39813.9,44,67.5,51189,17707,142590.9,98.84
2024,Meta,Acacias,Cafe,7174.7,8172.9,1.14,Alta,5.65,498,2.57,2.69,Franco,3.99,-73.76,28.021584699453552,959.6,74.74426229508197,2579.4,680000264,91,11.19,12267.173076923076,39813.9,44,67.5,62780,14928,256663.4,96.42
2024,Meta,Acacias,Cacao,2655.6,1328.7,0.5,Alta,6.24,498,2.28,3.7,Franco-Arenoso,3.99,-73.76,28.021584699453552,959.6,74.74426229508197,2579.4,538342760,106,14.37,9805.307692307691,39813.9,44,67.5,62780,14928,256663.4,96.42
2024,Meta,Acacias,Arroz,3384.6,18187.2,5.37,Alta,5.99,498,2.13,2.15,Arcilloso,3.99,-73.76,28.021584699453552,959.6,74.74426229508197,2579.4,784258916,117,15.12,2765.173076923077,39813.9,44,67.5,62780,14928,256663.4,96.42
2024,Meta,Acacias,Maiz,2904.2,9707.2,3.34,Alta,6.56,498,3.8,3.06,Arcilloso,3.99,-73.76,28.021584699453552,959.6,74.74426229508197,2579.4,93176403,76,15.92,2058.5,39813.9,44,67.5,62780,14928,256663.4,96.42
2024,Meta,Acacias,Platano,7897.1,92386.5,11.7,Alta,6.01,498,3.73,1.63,Franco-Arcilloso,3.99,-73.76,28.021584699453552,959.6,74.74426229508197,2579.4,286072937,96,15.02,1774.1153846153845,39813.9,44,67.5,62780,14928,256663.4,96.42
2025,Meta,Acacias,Cafe,2288.8,3093.3,1.35,Alta,5.65,498,2.57,2.69,Franco,3.99,-73.76,28.08958904109589,769.1,75.15643835616439,2601.1,315881631,5,11.25,12509.576923076924,39813.9,44,67.5,65362,10634,198861.8,95.26
2025,Meta,Acacias,Cacao,3853.1,2141.1,0.56,Alta,6.24,498,2.28,3.7,Franco-Arenoso,3.99,-73.76,28.08958904109589,769.1,75.15643835616439,2601.1,573131164,60,15.1,9886.557692307691,39813.9,44,67.5,65362,10634,198861.8,95.26
2025,Meta,Acacias,Arroz,6756.1,35685.1,5.28,Alta,5.99,498,2.13,2.15,Arcilloso,3.99,-73.76,28.08958904109589,769.1,75.15643835616439,2601.1,415455003,108,11.79,2936.846153846154,39813.9,44,67.5,65362,10634,198861.8,95.26
2025,Meta,Acacias,Maiz,7028.8,24309.6,3.46,Alta,6.56,498,3.8,3.06,Arcilloso,3.99,-73.76,28.08958904109589,769.1,75.15643835616439,2601.1,341123549,41,11.18,2252.269230769231,39813.9,44,67.5,65362,10634,198861.8,95.26
2025,Meta,Acacias,Platano,5085.0,52524.6,10.33,Alta,6.01,498,3.73,1.63,Franco-Arcilloso,3.99,-73.76,28.08958904109589,769.1,75.15643835616439,2601.1,271193905,78,14.84,1965.8653846153845,39813.9,44,67.5,65362,10634,198861.8,95.26
2023,Cordoba,Cerete,Cafe,3302.0,2648.4,0.8,Baja,5.83,15,4.62,3.34,Franco-Arcilloso,8.88,-75.79,27.843013698630138,895.7,74.50876712328767,2601.3,781185912,20,14.66,12010.433962264151,42953.2,60,54.9,19107,22924,56001.4,94.34
2023,Cordoba,Cerete,Cacao,5031.1,729.7,0.15,No Apta,6.23,15,3.84,4.39,Arcilloso,8.88,-75.79,27.843013698630138,895.7,74.50876712328767,2601.3,361320821,21,10.92,9598.11320754717,42953.2,60,54.9,19107,22924,56001.4,94.34
2023,Cordoba,Cerete,Arroz,4673.8,23337.8,4.99,Alta,6.36,15,2.48,0.61,Franco-Arenoso,8.88,-75.79,27.843013698630138,895.7,74.50876712328767,2601.3,608111852,68,12.19,2627.754716981132,42953.2,60,54.9,19107,22924,56001.4,94.34
2023,Cordoba,Cerete,Maiz,5718.6,21057.8,3.68,Alta,5.27,15,4.98,2.61,Franco-Arcilloso,8.88,-75.79,27.843013698630138,895.7,74.50876712328767,2601.3,756980475,48,11.8,1875.245283018868,42953.2,60,54.9,19107,22924,56001.4,94.34
2023,Cordoba,Cerete,Platano,2774.3,29294.4,10.56,Alta,6.66,15,2.8,0.57,Arcilloso,8.88,-75.79,27.843013698630138,895.7,74.50876712328767,2601.3,637860934,24,11.54,1587.5849056603774,42953.2,60,54.9,19107,22924,56001.4,94.34
2024,Cordoba,Cerete,Cafe,5517.4,4409.8,0.8,Baja,5.83,15,4.62,3.34,Franco-Arcilloso,8.88,-75.79,28.084426229508196,767.7,75.3516393442623,2599.8,283387489,18,13.26,12267.173076923076,42953.2,60,54.9,14454,31959,44388.5,93.47
2024,Cordoba,Cerete,Cacao,1808.9,259.6,0.14,No Apta,6.23,15,3.84,4.39,Arcilloso,8.88,-75.79,28.084426229508196,767.7,75.3516393442623,2599.8,489747213,68,13.95,9805.307692307691,42953.2,60,54.9,14454,31959,44388.5,93.47
2024,Cordoba,Cerete,Arroz,6574.7,34935.6,5.31,Alta,6.36,15,2.48,0.61,Franco-Arenoso,8.88,-75.79,28.084426229508196,767.7,75.3516393442623,2599.8,186734255,60,11.47,2765.173076923077,42953.2,60,54.9,14454,31959,44388.5,93.47
2024,Cordoba,Cerete,Maiz,549.6,2001.0,3.64,Alta,5.27,15,4.98,2.61,Franco-Arcilloso,8.88,-75.79,28.084426229508196,767.7,75.3516393442623,2599.8,784373256,59,11.28,2058.5,42953.2,60,54.9,14454,31959,44388.5,93.47
2024,Cordoba,Cerete,Platano,4135.1,45874.3,11.09,Alta,6.66,15,2.8,0.57,Arcilloso,8.88,-75.79,28.084426229508196,767.7,75.3516393442623,2599.8,555350321,63,13.95,1774.1153846153845,42953.2,60,54.9,14454,31959,44388.5,93.47
2025,Cordoba,Cerete,Cafe,7656.8,5362.1,0.7,Baja,5.83,15,4.62,3.34,Franco-Arcilloso,8.88,-75.79,28.208493150684934,933.0,75.25013698630137,2552.5,407203551,17,13.14,12509.576923076924,42953.2,60,54.9,36078,7084,103137.3,96.37
2025,Cordoba,Cerete,Cacao,3510.5,512.1,0.15,No Apta,6.23,15,3.84,4.39,Arcilloso,8.88,-75.79,28.208493150684934,933.0,75.25013698630137,2552.5,343674999,53,12.92,9886.557692307691,42953.2,60,54.9,36078,7084,103137.3,96.37
2025,Cordoba,Cerete,Arroz,4424.2,23308.2,5.27,Alta,6.36,15,2.48,0.61,Franco-Arenoso,8.88,-75.79,28.208493150684934,933.0,75.25013698630137,2552.5,377770690,6,11.24,2936.846153846154,42953.2,60,54.9,36078,7084,103137.3,96.37
2025,Cordoba,Cerete,Maiz,5068.1,18459.0,3.64,Alta,5.27,15,4.98,2.61,Franco-Arcilloso,8.88,-75.79,28.208493150684934,933.0,75.25013698630137,2552.5,627370497,69,11.14,2252.269230769231,42953.2,60,54.9,36078,7084,103137.3,96.37
2025,Cordoba,Cerete,Platano,1638.2,18959.9,11.57,Alta,6.66,15,2.8,0.57,Arcilloso,8.88,-75.79,28.208493150684934,933.0,75.25013698630137,2552.5,757206627,60,14.41,1965.8653846153845,42953.2,60,54.9,36078,7084,103137.3,96.37
2023,Cordoba,Monterias,Cafe,2543.9,837.9,0.33,No Apta,6.08,18,3.5,4.91,Arcilloso,8.75,-75.88,27.995890410958904,914.8,75.11205479452055,2568.6,598673610,76,12.46,12010.433962264151,34556.1,38,58.9,24030,27280,82282.4,95.22
2023,Cordoba,Monterias,Cacao,3338.4,433.0,0.13,No Apta,5.82,18,4.48,1.93,Arcilloso,8.75,-75.88,27.995890410958904,914.8,75.11205479452055,2568.6,344712716,106,14.06,9598.11320754717,34556.1,38,58.9,24030,27280,82282.4,95.22
2023,Cordoba,Monterias,Arroz,5900.9,26861.5,4.55,Alta,5.8,18,2.88,4.3,Franco,8.75,-75.88,27.995890410958904,914.8,75.11205479452055,2568.6,779878905,73,13.24,2627.754716981132,34556.1,38,58.9,24030,27280,82282.4,95.22
2023,Cordoba,Monterias,Maiz,3358.3,12588.7,3.75,Alta,6.11,18,1.84,3.27,Franco-Arcilloso,8.75,-75.88,27.995890410958904,914.8,75.11205479452055,2568.6,650073322,64,11.86,1875.245283018868,34556.1,38,58.9,24030,27280,82282.4,95.22
